-0.472438 -1.28529
-0.478788 -1.28678
-0.50728 -1.29129
-0.521212 -1.29348
-0.563636 -1.2966
-0.606061 -1.29589

 0.173168 -0.786787
 0.169316 -0.792793
 0.165384 -0.798799
 0.161372 -0.804805
 0.157576 -0.810378
 0.157293 -0.810811
 0.153299 -0.816817
 0.149229 -0.822823
 0.145082 -0.828829
 0.140858 -0.834835
 0.136558 -0.840841
 0.132182 -0.846847
 0.127729 -0.852853
 0.1232 -0.858859
 0.118594 -0.864865
 0.115152 -0.869281
 0.113949 -0.870871
 0.109334 -0.876877
 0.104645 -0.882883
 0.0998812 -0.888889
 0.0950435 -0.894895
 0.0901317 -0.900901
 0.0851458 -0.906907
 0.0800857 -0.912913
 0.0749515 -0.918919
 0.0727273 -0.921484
 0.0697988 -0.924925
 0.064615 -0.930931
 0.0593583 -0.936937
 0.0540289 -0.942943
 0.0486268 -0.948949
 0.0431519 -0.954955
 0.0376042 -0.960961
 0.0319838 -0.966967
 0.030303 -0.96874
 0.0263216 -0.972973
 0.0206002 -0.978979
 0.0148066 -0.984985
 0.00894076 -0.990991
 0.00300276 -0.996997
-0.00300744 -1.003
-0.00908984 -1.00901
-0.0121212 -1.01197
-0.0152541 -1.01502
-0.0215002 -1.02102
-0.0278187 -1.02703
-0.0342096 -1.03303
-0.0406729 -1.03904
-0.0472086 -1.04505
-0.0538168 -1.05105
-0.0545455 -1.05171
-0.0605815 -1.05706
-0.0674299 -1.06306
-0.0743518 -1.06907
-0.0813471 -1.07508
-0.0884159 -1.08108
-0.0955581 -1.08709
-0.0969697 -1.08826
-0.102923 -1.09309
-0.1104 -1.0991
-0.117953 -1.10511
-0.12558 -1.11111
-0.133283 -1.11712
-0.139394 -1.12184
-0.141126 -1.12312
-0.149282 -1.12913
-0.157516 -1.13514
-0.165828 -1.14114
-0.174218 -1.14715
-0.181818 -1.15254
-0.182733 -1.15315
-0.191732 -1.15916
-0.200813 -1.16517
-0.209976 -1.17117
-0.219222 -1.17718
-0.224242 -1.18041
-0.22885 -1.18318
-0.238917 -1.18919
-0.249071 -1.1952
-0.259314 -1.2012
-0.266667 -1.20548
-0.269914 -1.20721
-0.281274 -1.21321
-0.292731 -1.21922
-0.304284 -1.22523
-0.309091 -1.2277
-0.316734 -1.23123
-0.329853 -1.23724
-0.34308 -1.24324
-0.351515 -1.24704
-0.357167 -1.24925
-0.372672 -1.25526
-0.388301 -1.26126
-0.393939 -1.26341
-0.406156 -1.26727
-0.425332 -1.27327
-0.436364 -1.2767
