
# Surface 0 of 1 surfaces

# Curve title: "f(x,y)"

# Contour 0, label:        0
-0.653209 -0.842843  0 
-0.656566 -0.844388  0 
-0.662199 -0.846847  0 
-0.671417 -0.850851  0 
-0.680679 -0.854855  0 
-0.689984 -0.858859  0 
-0.69697 -0.861851  0 
-0.699469 -0.862863  0 
-0.709405 -0.866867  0 
-0.719387 -0.870871  0 
-0.729416 -0.874875  0 
-0.737374 -0.878038  0 
-0.73962 -0.878879  0 
-0.750363 -0.882883  0 
-0.761155 -0.886887  0 
-0.771995 -0.890891  0 
-0.777778 -0.893017  0 
-0.78322 -0.894895  0 
-0.794875 -0.898899  0 
-0.806583 -0.902903  0 
-0.818182 -0.906852  0 
-0.818354 -0.906907  0 
-0.830994 -0.910911  0 
-0.84369 -0.914915  0 
-0.856442 -0.918919  0 
-0.858586 -0.919589  0 
-0.870054 -0.922923  0 
-0.883888 -0.926927  0 
-0.897782 -0.930931  0 
-0.89899 -0.931278  0 
-0.912776 -0.934935  0 
-0.927933 -0.938939  0 
-0.939394 -0.941954  0 
-0.943489 -0.942943  0 
-0.960135 -0.946947  0 
-0.976851 -0.950951  0 
-0.979798 -0.951654  0 
-0.994988 -0.954955  0 
-1.01349 -0.958959  0 
-1.0202 -0.960406  0 
-1.03335 -0.962963  0 
-1.05402 -0.966967  0 
-1.06061 -0.968237  0 
-1.0765 -0.970971  0 
-1.09987 -0.974975  0 
-1.10101 -0.975169  0 
-1.12642 -0.978979  0 
-1.14141 -0.981219  0 
-1.15512 -0.982983  0 
-1.18182 -0.986406  0 
-1.18721 -0.986987  0 
-1.22222 -0.990743  0 
-1.22508 -0.990991  0 
-1.26263 -0.994239  0 
-1.27406 -0.994995  0 
-1.30303 -0.996904  0 
-1.34343 -0.998747  0 
-1.35338 -0.998999  0 
-1.38384 -0.999768  0 
-1.42424 -0.999973  0 
-1.46465 -0.999363  0 

-0.18514 -0.494494  0 
-0.188393 -0.498498  0 
-0.191672 -0.502503  0 
-0.194977 -0.506507  0 
-0.198309 -0.510511  0 
-0.201667 -0.514515  0 
-0.205051 -0.518519  0 
-0.208461 -0.522523  0 
-0.211898 -0.526527  0 
-0.212121 -0.526785  0 
-0.215471 -0.530531  0 
-0.21908 -0.534535  0 
-0.222715 -0.538539  0 
-0.226377 -0.542543  0 
-0.230067 -0.546547  0 
-0.233784 -0.550551  0 
-0.237528 -0.554555  0 
-0.241299 -0.558559  0 
-0.245097 -0.562563  0 
-0.248922 -0.566567  0 
-0.252525 -0.570311  0 
-0.252784 -0.570571  0 
-0.2568 -0.574575  0 
-0.260845 -0.578579  0 
-0.264919 -0.582583  0 
-0.26902 -0.586587  0 
-0.273149 -0.590591  0 
-0.277306 -0.594595  0 
-0.281492 -0.598599  0 
-0.285705 -0.602603  0 
-0.289947 -0.606607  0 
-0.292929 -0.609403  0 
-0.294264 -0.610611  0 
-0.298719 -0.614615  0 
-0.303204 -0.618619  0 
-0.307718 -0.622623  0 
-0.31226 -0.626627  0 
-0.316832 -0.630631  0 
-0.321434 -0.634635  0 
-0.326064 -0.638639  0 
-0.330723 -0.642643  0 
-0.333333 -0.644872  0 
-0.335491 -0.646647  0 
-0.340388 -0.650651  0 
-0.345316 -0.654655  0 
-0.350273 -0.658659  0 
-0.355261 -0.662663  0 
-0.360279 -0.666667  0 
-0.365328 -0.670671  0 
-0.370407 -0.674675  0 
-0.373737 -0.677285  0 
-0.375586 -0.678679  0 
-0.380929 -0.682683  0 
-0.386303 -0.686687  0 
-0.391708 -0.690691  0 
-0.397145 -0.694695  0 
-0.402613 -0.698699  0 
-0.408113 -0.702703  0 
-0.413644 -0.706707  0 
-0.414141 -0.707064  0 
-0.419416 -0.710711  0 
-0.425241 -0.714715  0 
-0.431098 -0.718719  0 
-0.436988 -0.722723  0 
-0.442911 -0.726727  0 
-0.448867 -0.730731  0 
-0.454545 -0.734528  0 
-0.454869 -0.734735  0 
-0.461149 -0.738739  0 
-0.467463 -0.742743  0 
-0.473811 -0.746747  0 
-0.480193 -0.750751  0 
-0.48661 -0.754755  0 
-0.493061 -0.758759  0 
-0.494949 -0.759925  0 
-0.499752 -0.762763  0 
-0.506564 -0.766767  0 
-0.513412 -0.770771  0 
-0.520295 -0.774775  0 
-0.527214 -0.778779  0 
-0.534168 -0.782783  0 
-0.535354 -0.783462  0 
-0.541432 -0.786787  0 
-0.548788 -0.790791  0 
-0.556182 -0.794795  0 
-0.563613 -0.798799  0 
-0.571082 -0.802803  0 
-0.575758 -0.805297  0 
-0.578727 -0.806807  0 
-0.586643 -0.810811  0 
-0.594598 -0.814815  0 
-0.602592 -0.818819  0 
